Agro_1,Agro_2,Agro_3,Agro_4,Agro_5,Agro_6,Agro_7,Agro_8,Agro_9,Agro_10,Latitude,Longitude,Source_Node,Target_Node
59.08380201112478,52.188763530479335,64.17778749794968,11.623548528674586,0.5594744020949263,2.3782449272246717,5.784225490810839,6.468875141041599,1.23174060978124,5.086947131051915,6.211726682553679,-75.40036631686253,4,17
56.13573324962773,46.48838942130407,67.35485981216812,73.9947686441965,0.5989572505045186,2.406643004634887,5.436558437688086,6.514776991964915,1.096827727958115,3.7415866045748327,6.274828367451202,-75.47452479349442,14,21
61.09251030314544,46.352106053155666,73.22084685823683,-17.815389793011455,0.42832772851397094,2.380268378368917,12.686949164898714,6.458136658465414,1.176803918651146,7.62701052003165,6.159321401597097,-75.4769374955636,14,22
56.187919962116865,54.93648252780362,67.49450476114306,132.71196683525554,0.2827627634639541,2.157159972702856,13.436963561718237,6.496153596441312,1.1856700899012746,6.373729498233382,6.11802569445162,-75.46815152119802,8,25
64.07572720366008,44.09678322391401,69.86929861971177,237.39648858774464,0.5692888552857323,2.3075267056202944,8.919078779300827,6.601302630704578,1.2018882813683611,8.56669060287414,6.237315255263323,-75.34980534806658,5,26
62.1579692008453,46.9179296000794,71.14739300240835,105.94069365595024,0.30387069740108963,2.588414639282669,7.390207961649542,6.439572939230585,1.199279432492543,5.055645045665885,6.223597032561965,-75.35782866530674,5,18
64.11932817153121,48.05054415017342,66.94294528978908,204.6677905836129,0.1431453580587861,2.779117231303161,12.55871865793855,6.627635738519078,1.2218148572761411,5.181009363892312,6.263370957530793,-75.45923626396302,6,26
58.638254415651055,45.03288086673658,72.14765868488703,242.2172245583863,0.5029608737352358,2.58236314396881,3.4847587924798393,6.378080464817452,1.2008365490166102,2.2911991103545213,6.1251433950056615,-75.33061531637804,13,26
61.99120278260731,49.62606616043998,59.85062761229011,226.21469207389217,0.32742194708916067,2.6733125127628736,18.68862951677138,6.501125889079968,1.1554338864896052,3.9385353911739527,6.266930207748151,-75.44374104089435,12,29
59.69824128757698,54.4107347509075,61.904050832150396,287.0554112291579,0.37525118477692887,2.898331028082805,12.063762818062557,6.597243121902872,1.143092920028516,7.628662361003638,6.159726779297069,-75.34140288333701,5,24
61.69632348910173,40.76684991155808,73.330898083921,280.532039486022,0.5302131268613764,3.27175348209338,9.360614966840973,6.622414475446516,1.1905287265932436,4.881320614599616,6.213396920729891,-75.40223881845301,5,26
